,Title,Category,Snippet
8769,How to sow Chinese mustard greens for winter salads,Life-and-Style,"It is my lot in life to be always thinking of the next season. As you start to get excited about tomatoes, or are becoming ingenious with courgettes, …"
8770,The states we're in: can ‘laboratories of democracy’ conquer Covid-19?,US-News,"On 30 June, a bill of at least $765bn came due for the 50 states. Unlike the national government, these jurisdictions cannot print money or run defici …"
8771,Rise up: the best books about the power of protest,Books,"The same day that the youth of Bristol tore down the statue of Edward Colston, a crowd of 10,000 surrounded the statue of the barbaric King Léopold II …"
8772,"Classical home listening: Voces8, the Hermes Experiment and Llŷr Williams",Music,"• After Silence by Voces8 (Voces8 Records), directed by Barnaby Smith, wasn’t devised for the state we are in but might well have been. This wide-rang …"
8773,One to watch: Oscar Jerome,Music,"The UK jazz underground is still on pause, with live music venues remaining closed, but a fixture on that once-bubbling scene is 27-year-old Oscar Jer …"
8774,George Alagiah: ‘It took me a long time to feel comfortable in my Britishness’,Life-and-Style,"The BBC turned me down three times at the start of my career, and I’m grateful. Had I joined then, I’d have entered a very white world, dominated by p …"
8775,Lockdown has been a bumpy ride towards rediscovering the joy of our marriage,Life-and-Style,"Summary: It felt like we were embarking on a new adventure. It was late March and Boris Johnson had announced that Britain would, in response to the threat of …"
8776,The Old Guard review – Charlize Theron has an axe to grind,Film,"Who wants to live for ever? Not Charlize Theron, evidently. Playing immortal warrior Andy, leader of a covert band of unkillable mercenaries, Theron s …"
8777,French lessons: a family apartment in Paris,Life-and-Style,"When Géraldine Octernaud was 18, she swapped a pair of vintage trainers for a red Eames rocking chair. She had never heard of Charles or Ray Eames bef …"
8778,Callum Au and Claire Martin: Songs and Stories review – Claire Martin in big band shock,Music,"Considering that she has sung duets with Richard Rodney Bennett, appeared around the world with bands of every shape and size, and with many of today’ …"
8779,"Jealous Johnny Depp ‘tried to stop Amber Heard sex scenes’, court told",Film,"Details of sex scenes Amber Heard was to play on screen were kept from her husband, Johnny Depp, court documents have revealed. The Pirates of the Car …"
8780,Manu Tuilagi set to move to Sale and keep England career alive,Sport,Manu Tuilagi is set to keep his England career alive with a move to Sale after his acrimonious departure from Leicester. The 29-year-old’s exit from W …
8781,Labour calls for immediate publication of inquiry into Priti Patel bullying claims,Politics,"An inquiry into allegations that the home secretary, Priti Patel, bullied staff must be published immediately amid claims the inquiry’s chief is resis …"
8782,"Nicola Barker: 'If I have a life philosophy, it's ferocious innocence'",Books,"Nicola Barker is the author of 13 novels, including the Booker-shortlisted Darkmans (2007) and the Goldsmiths prize-winning H(a)ppy (2018). Her work i …"
8783,"Prove that Labour really is anti-racist, Dawn Butler tells Keir Starmer",Politics,"Summary: Labour MP Dawn Butler has said she understands why the party is losing support with young black, Asian and minority ethnic voters and that Keir Starme …"
8784,"Competent, likeable, decisive: Keir Starmer beating Boris Johnson on all counts",Politics,"Half of UK voters say they have formed a more favourable view of the Labour party since Keir Starmer became its leader in April, according to the late …"
8785,David Gauke: tax rises and cuts only way to pay for Covid-19,UK-News,"The chancellor, Rishi Sunak, will have to order steep tax rises or another brutal round of spending cuts to plug a £40bn gap in the public finances ca …"
8786,"Rishi Sunak is borrowing his way out of this crisis, but we'll all have to pay it back",Politics,"Within days of Rishi Sunak becoming chancellor of the exchequer, the UK plunged into the deepest recession for at least 300 years. In extraordinarily …"
8787,Crawley hits 76 but England lose late wickets to give West Indies upper hand,Sport,"After all the agonising and the intricate planning the cricket has taken over, which is just what everyone wanted. A slow-burning Test match is reachi …"
8788,Joe Denly likely to be ushered off England stage after fluffing lines again,Sport,Joe Denly left the tour of New Zealand last winter believing he would never live down a horror dropped catch on the final day in Hamilton but his seco …
8789,"So long shaving, Survivor and whirlwind romances: Melburnians on the lockdown habits they're going to ditch",Life-and-Style,"After just over a month of eased restrictions, Melbourne is facing its second round of stage three lockdowns. After the first round, Melburnians are f …"
8790,"How we stay together: 'We've seen so much, and gone through so much'",Life-and-Style,"Names: Anita and Jason Lund Years together: 24 Occupations: Company director and IT consultant “We’re like a pair of old slippers,” says Anita Lund, w …"
8791,How Australia's night-time economy could boost the coronavirus recovery,Business,"A more vibrant night-time economy, including standup comedy in local hairdressers and after-dark art exhibitions in bookshops, could play a crucial ro …"
8792,Donald Trump wears mask in public for first time – as it happened,US-News,We’ll be shutting down the blog shortly. Here’s a look at today’s top news lines: Donald Trump wears mask in public for first time. Decision comes dur …
8793,Observer sudoku,Life-and-Style,"Summary: Click here to access the print version. Fill the grid using the numbers 1 to 9. Each number must appear just once in every row, column and 3x3 box. Bu …"
8794,"From the archive: slimming down and shaping up, November 1966",Life-and-Style,"The Observer Magazine of 27 November 1966 took a look at ‘the winter problem of keeping fit’. But going by the introduction, they were up against more …"
8795,Tangerine dream: orange for instant lift,Life-and-Style,Foundation and fake tan mishaps in the shade of Lucozade perpetrate a fear of orange makeup. Take that hue and transfer it to your lips (as at Margiel …
8796,Sunday with Nick Grimshaw: ‘Heading out on a Sunday night feels so glamorous’,Life-and-Style,Summary: Describe a Sunday morning before lockdown I’d set my alarm for 10am so as not to miss my spin class. My boyfriend Meshach is a dancer and hates any ex …
